Year,Final_Grade,Subjects_Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time_Allocation_Question_1,Time_Allocation_Question_2,Time_Allocation_Question_3,Reading_and_Note_Taking_Question_1,Reading_and_Note_Taking_Question_2,Reading_and_Note_Taking_Question_3,Study_Period_Procedures_Question_1,Study_Period_Procedures_Question_2,Study_Period_Procedures_Question_3,Written_Works_Question_1,Written_Works_Question_2,Written_Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3,Status
1,2.96,1,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,0
3,1.93,0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1
4,2.7,1,1.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,0
3,2.61,0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1
1,3.62,2,1.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,2.0,2.0,0
3,2.21,0,1.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1
2,2.08,0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,1.0,1
1,1.82,0,4.0,2.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,1
2,2.68,1,1.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,0
4,1.95,0,1.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,1
3,2.11,0,3.0,3.0,2.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,1
3,2.36,1,3.0,2.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,0
4,2.85,0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,1
1,2.5,0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,1
3,2.89,1,4.0,4.0,1.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,0
2,2.03,0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,1.0,4.0,4.0,4.0,3.0,1.0,2.0,2.0,1.0,1
4,3.15,1,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,4.0,0
3,2.54,0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1
4,2.1,0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1
3,2.18,0,1.0,4.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,4.0,1
3,2.82,1,1.0,2.0,2.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,2.0,4.0,0
4,1.8,0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,1
2,1.96,0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,1
4,2.65,0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,4.0,1
3,2.11,0,2.0,3.0,4.0,2.0,2.0,4.0,1.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1
4,2.2,0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,4.0,1
4,2.4,1,1.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,4.0,0
4,2.4,0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,1
2,2.63,1,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,4.0,1.0,2.0,3.0,2.0,1.0,4.0,0
1,2.54,0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,1
3,3.11,1,4.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,0
4,1.6,0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,4.0,2.0,1
3,2.21,0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,2.0,1
2,2.71,0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1
4,2.6,0,1.0,3.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,4.0,2.0,1
2,2.86,1,4.0,2.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,1.0,0
2,2.5,0,2.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1
3,3.04,1,2.0,1.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,0
2,2.29,0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,1
3,2.21,0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,3.0,3.0,1
3,3.0,2,3.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,0
1,3.29,1,1.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,0
4,2.7,1,2.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,0
1,2.79,1,2.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,0
4,2.05,0,3.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1
2,2.0,1,2.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,0
2,2.34,0,2.0,1.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1
1,2.39,0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,1
2,2.25,0,1.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1
3,3.54,1,2.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,0
2,2.33,0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1
3,2.5,0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,4.0,1
3,2.25,0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1
3,2.39,0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1
4,2.55,0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1
2,2.37,0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1
2,2.48,0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,1
2,2.67,1,4.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,4.0,4.0,0
3,2.75,0,1.0,3.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,2.0,4.0,1.0,2.0,1.0,1
3,2.0,0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,4.0,1.0,2.0,1
2,2.59,1,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,0
1,2.32,0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,4.0,3.0,1
4,2.2,0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,1
1,2.38,1,3.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0
1,3.66,1,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,4.0,3.0,2.0,0
3,3.07,1,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,0
4,2.55,0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,4.0,1.0,1
2,2.28,0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,1
4,3.45,2,2.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,0
3,2.64,1,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,0
1,3.12,2,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,0
1,3.14,2,3.0,3.0,2.0,3.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,0
3,1.89,0,3.0,1.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,1.0,1.0,2.0,3.0,2.0,4.0,4.0,4.0,1.0,1
3,2.89,1,3.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,2.0,0
4,3.35,0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,1
1,3.25,2,4.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,0
1,2.34,0,2.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,1
2,1.96,0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,1
3,2.14,0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1
1,2.52,1,2.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,0
3,2.04,0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,1
1,2.14,0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1
4,3.35,2,4.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,2.0,2.0,2.0,0
4,2.7,0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1
4,2.05,0,2.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,1
2,2.2,1,3.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,0
2,2.15,0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,1
1,2.43,1,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,0
1,2.61,0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,3.0,4.0,1
2,2.52,1,4.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,4.0,0
4,2.15,0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,1
4,3.1,0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1
3,2.79,2,3.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,0
2,2.36,1,3.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,0
3,2.29,0,4.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1
1,2.88,1,4.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,2.0,3.0,1.0,2.0,0
4,2.8,1,4.0,1.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,0
4,3.1,1,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,0
4,2.25,0,2.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1
4,2.05,0,3.0,1.0,1.0,4.0,2.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,1
2,2.7,0,3.0,2.0,4.0,4.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1
4,2.75,1,2.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,0
3,2.43,1,3.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,0
4,4.05,3,2.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,0
3,2.71,1,2.0,2.0,1.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,0
1,1.86,0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,1
1,2.11,0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1
4,3.05,1,2.0,2.0,4.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,0
3,2.61,1,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0,1.0,4.0,0
4,1.75,0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,2.0,1
4,3.3,1,3.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,0
4,1.75,0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,1
3,2.71,1,4.0,1.0,1.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0
3,2.64,1,2.0,3.0,2.0,3.0,3.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,0
4,2.0,0,2.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,1
3,2.86,0,4.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,4.0,4.0,1
4,2.25,1,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,0
4,2.15,0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,4.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,1
3,2.46,1,4.0,4.0,2.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,0
4,2.05,0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1
2,2.48,0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,1.0,4.0,3.0,1
3,1.79,0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,1.0,1
4,3.05,1,3.0,4.0,2.0,3.0,3.0,1.0,1.0,4.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,0
4,1.85,0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,1
2,2.07,0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,1.0,1
1,2.7,1,3.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,0
2,3.34,3,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,3.0,0
2,2.84,1,3.0,2.0,2.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,0
2,2.75,0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,4.0,2.0,1
4,2.5,0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,1
2,2.09,0,1.0,3.0,4.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,1
4,1.95,0,4.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1
3,2.04,0,4.0,3.0,4.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,1.0,1.0,1
1,2.38,0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1
3,2.82,2,4.0,2.0,4.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,1.0,2.0,4.0,3.0,1.0,2.0,3.0,4.0,0
2,2.4,1,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,3.0,2.0,4.0,4.0,1.0,2.0,0
1,2.3,0,3.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,3.0,4.0,3.0,1
4,1.9,0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,4.0,4.0,2.0,1
1,2.48,0,3.0,4.0,2.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,1.0,1.0,1
1,2.29,0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,1
4,2.65,0,2.0,4.0,2.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,1
2,2.64,1,2.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,0
4,2.2,0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,1
2,2.65,1,2.0,4.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,1.0,2.0,0
3,2.71,0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,1
2,1.96,0,4.0,1.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,1
3,2.89,0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,1
1,2.39,1,4.0,4.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,0
4,2.15,0,4.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,1
3,1.79,0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,2.0,1
3,2.79,1,4.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0
1,2.54,1,1.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,0
3,3.07,2,4.0,1.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,2.0,0
3,2.54,1,3.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,4.0,3.0,1.0,4.0,2.0,2.0,1.0,0
3,1.89,0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1
2,1.66,0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,1.0,3.0,4.0,1
3,2.36,1,4.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,0
1,2.84,1,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,0
3,2.32,1,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,0
4,1.95,0,1.0,4.0,1.0,4.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1
1,2.46,0,1.0,4.0,3.0,1.0,4.0,4.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,1
4,3.2,2,1.0,1.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,4.0,0
3,2.07,1,4.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,3.0,1.0,0
3,2.0,0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,1
1,1.84,0,3.0,1.0,4.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,2.0,4.0,2.0,1
1,3.48,1,3.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,0
3,2.14,0,3.0,4.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,1
